id,category,qusasa
270,17,أعرف لمسة الغرور المميزة لبعض ممثلي فرق الأقاليم وقصور الثقافة هذه.. شباب يشعر كل منهم أنه لورانس أوليفييه وأنه يثقف هؤلاء الهمج (نحن).. التشنج.. العبارات السريعة المتلاحقة.. مبالغة مخيفة في التمثيل وتعال واضح.. الممثلون ينفعلون أكثر من اللازم.. يجرون وهم يصرخون.. لا تفهم أي حرف مما يقولون.. ومع كل جملة يتخذ الواقفون في الخلف (بوزات) كأنها لوحة أو جوقة رومانية.
271,17,مستحيل أن تتعامل مع آلة راقية كالعود أو الكمان دون أن تغير جزءًا من ذاتك.. ودون أن تكسب شيئا من رقيها.. لا أصدق غير هذا.
272,17,تظاهر فيلم (لا تراجع ولا استسلام) بأنه يسخر من الأفلام التي يتم فيها استبدال البطل الأبله بمجرم شهير.. ولم يفطن الناس إلى أنه في الحقيقة فيلم من هذه اﻷفلام.
273,17,تسود السينما المصرية نغمة السخرية الرخيصة من العوانس والبدينين والمجانين.. العانس امرأة تموت على الرجالة وتعوي طول اليوم، والبدين لا يكف عن الأكل، والمجانين مادة خصبة للتسلية.. مشاعر المرأة مقدسة لا تعرض بهذه الفجاجة.. لو جربوا عذاب البدين للحظة.. أحب السخرية لكن لتسخر من أفكار وعادات وطباع.. الباقي أن يسخروا من واحد محترق أو مبتور القدم.
274,17,لهذا قرر ستيفن كنج أن يخرج أفلامه بنفسه.. كل واحد يعدل.. الرقابة تعدل.. السيناريست يعدل.. المخرج يفهم فكرتك أفضل منك ويعدل.. في النهاية لا يعود لفكرتك وجود، وتبحث عن جهة أخرى تقدمها!
275,17,سلسلة أفلام المخرج (....) تنبع من عقيدة ثابتة لديه؛ هي أن كل نساء الأحياء الشعبية عاهرات!
276,17,تصور السينما والتصور الشعبي لطالب الطب، هو أنه يدرس الجمجمة والتشريح لمدة ست سنوات.. حتى في ليلة امتحان التخرج تراه ممسكًا بالجمجمة وقد فتح كتاب تشريح عملاقًا.
277,17,قد تكون عبقريًا كالبيتلز و سبيلبرج لكن المشكلة هي أنه لو لم يظهر البيتلز لما افتقدهم أحد! يعني قد تكون مذهلا عبقريًا لكن لا مشكلة لو لم تظهر.
278,17,أحيانا أشعر أن المثقفين يحبون استفزاز العامة، لذا يبدون إعجابا جنونيًا بهذا الفيلم الذي لا يستحق.. فقط ليغيظوا من لم يفهمه ويشعروه بالحقارة.. عن نفسي مثلاً لم أستطع قط أن أحب مارسيل خليفة، لكن المثقفين يعتبرون هذه جريمة لهذا أنا مضطر للانبهار به.
279,17,نقابة السينمائيين.. توقعت أن أرى بارًا وأن أقابل ستيفان روستي يرمقني من وراء ستار، لكني وجدت ذات الملفات القديمة المغبرة والسبرتاية والموظف الذي يضع شبشبًا جواره من أجل الوضوء ساعة صلاة الظهر.. لا تختلف في شيء عن نقابة التطبيقيين أو الزراعيين!
280,17,ربما لو ثابرت وأرهقت نفسي لصرت جراح مخ وأعصاب أو عالمًا نوويًا، لكني لن أصير موسيقيًا أبدًا مهما حاولت.. لهذا أعتبر الموسيقيين نوعًا آخر من الكائنات.. ربما جاءوا من كوكب ما في الفضاء الخارجي يتقدمهم زعيمهم (بيتهوفن)، واندسوا بيننا وتظاهروا أنهم بشر، لكن سرهم يفتضح كلما جلسوا إلى البيانو أو الناي أو الكمان.. كلهم كائنات أخرى بدءًا بموتسارت وانتهاء بالفتاة الصغيرة التي تعزف على الأكورديون في مدرسة الإصلاح الابتدائية.
281,17,يبدو الأمر سخيفا لكن صوت اللمبي (محمد سعد) الخشن النشاز في أغانيه يسبب شجنًا غريبًا لي!! يستحضر كل آلامي وحزني الداخلي.
282,17,مسرح القطاع الخاص علم الناس أن أصحاب العاهات مضحكون جدًا وأن السخرية منهم أمتع شيء في العالم!
283,17,لا أعرف هل هي حساسية زائدة لدي أم جنون.. مثلاً عينا شارلي شابلن تعكسان قسوة واضحة وتوحشًا!
284,17,لا يثير غيظي مثل هذا الأحمق في قصص مصاصي الدماء الذي يصر على أنها خرافات.. يا أخي هذا فيلم عن مصاصي الدماء لذا لابد أن تصدق.. لو كان فيلمًا اجتماعيًا أو سياسيًا لكان عدم التصديق من حقك.
285,17,كان الناس أبرياء تمامًا في الماضي.. تأمل سذاجة الأفلام القديمة.. فيلم عن عصابة تخطف الأطفال.. يصاب الناس بذهول ورعب لأنهم لم يروا هذا قط.. اليوم رأى الناس كل شيء.. حتى لو سلقت العصابة الطفل وأطعمته للكلاب أمام عيونهم فلن يهتموا.. كيف تثير اهتمام ناس اليوم؟
286,17,من يبد اشمئزازه من عمل فني يروق للناس يشعرهم بالذنب والغباء! هم سهلو الإرضاء أم هو فأذكى من هذا.. يطلقون على أمثال هذا مصطلح troll في الإنجليزية.
287,17,عشت كل هذا ولم أر فتاة تقول كما في المسلسلات: (إحم إحم يا سي بابا.. شامة ريحة مؤامرة).. ولو قالتها مريم ابنتي لرميتها من البلكونة.
288,17,جيفارا وبوب مارلي ومحمد منير.. ثلاثية لا تتفكك عند مثقفي وسط البلد وعليك أن تعاملها كوحدة واحدة!!
289,18,(قمت بحذف معظمها منعًا للجدل، ولأننا في عصر صار فيه تحمل الآراء المخالفة صفرًا)
290,18,لماذا أنا وحدي لست من بلد حقيقي؟ لماذا لا تحبني حكومتي؟
291,18,كلما شعرت بالفشل تذكرت وزراء الخارجية العرب.. عندها أشعر بأنني رائع وناجح جدًا!
292,18,قالوا إن المشكلة لا تحتاج لحل واحد بل لتضافر جهود أمنية وطبية واجتماعية وتربوية.. إلخ.. عرفت أنها لن تُحلّ.. أتمنى قبل أن أموت أن أقابل مشكلة واحدة لا تحتاج لتضافر.
293,18,الحكومة والطقس أمران لا مفر منهما إلا بالهجرة أو الانتحار.. لكن مع الكُُتاب هناك حل بسيط جدا هو ألا تقرأ لهم.
294,18,الثورة امرأة تحمل عيالها وتقف على باب المحكمة بانتظار حقها.. تاهت في دهاليز القانون وألعاب المحامين.. كان يجب ألا تلجأ للقانون من الأصل.
295,18,في انتخابات الرئاسة قالوا إنها مزورة، ثم بعد هذا راحوا يشتمون الشعب بسبب اختياراته الخاطئة.. يجب أن تقرروا: هل الشعب أحمق أم الانتخابات مزورة؟
296,18,(استحقاق).. (عادت المفاوضات إلى المربع الأول).. (الوضع مرشح للتصعيد).. إلخ.. تعبيرات قناة الجزيرة التي تسربت إلى كل نشرات الأخبار بعد ذلك!
297,18,نحن في وضع فريد.. سيل من الأخبار الملفقة الخاطئة.. في الماضي كانت مشكلتنا شح الأخبار لكن كان ما يتسرب صحيحًا، لكننا اليوم كالعربة التي يملئون خزانها بماء المجاري.. مستحيل أن تتحرك ولو تحركت لانفجرت.
298,18,أعلنوا دمج تنظيم القاعدة مع تنظيم الجهاد.. هذا نوع جديد من الـ (ميرج).. يبدو الأمر كأنه دمج شركة ديزني مع شركة بكسار.. سنمرح كثيرًا.
299,18,محمد علي.. اللص الذي أراد أن يسمن البقرة ويعنى بها لتعطيه لبنًا أوفر، بينما اللصوص المعاصرون يجيعونها ويقطعون لحمها قطعة قطعة.
300,18,(قبل ثورة يناير) مكرم محمد أحمد والأبنودي وشوبير وعادل إمام نماذج للعباقرة الذين استطاعوا الاحتفاظ بعلاقات ممتازة مع المعسكرين: معسكر الحكام ومعسكر المحكومين.. معسكر المليارديرات ومعسكر الفقراء.. معسكر الراضين ومعسكر الغاضبين.
301,18,حرام.. الرجل مريض.. دعوه ينعم بما سرق من مال.
302,18,نريد لهم محاكمة عادلة يعدمون بعدها.. هذا شعار الجميع!
303,18,"فما أنت يامصر دار الأديب ** وما أنت بالبلد الطيب
فيا أمة ضاق عن وصفـــــــها ** جنان المفوه والأخطب
تضيع الحقيقة ما بيننا ** ويصلى البريء مع المذنــــب
(الرافعي)"
304,18,الثورة الوحيدة الصحيحة النبيلة هي التي توصلك للحكم.. أي ثورة بعد هذا هي عمل إرهابي وخيانة عظمى.
305,18,قل رأيي بالضبط في مقالك وإلا فالويل لك.. أنا لم أدخل لأقرأ افكارًا بل لأعرف أنني محق.
306,18,غدًا مليونية عدم وجود سبب لمليونية.
307,18,أنا لا أؤمن بنظرية المؤامرة في مصر.. الإهمال هو التفسير الوحيد لكل شيء.. المؤامرة تحتاج لقدر بسيط من الذكاء والتخطيط العلمي ونحن نفتقر لهذين.
308,18,في برنامج الاتجاه المعاكس.. كاد ضيف الحلقة ضابط الأمن يمزق خصمه ويقطع لسانه لأن الخصم زعم أن رجال الشرطة شرسون.
309,19,الفيسبوك.. هل يعتقد الأخ مارك زوكربيرج فعلًا أنني – وأنا أكبر منه بـ 22 عامًا – سأقضي الوقت هناك، لأخبر الناس أنني غيرت لون الصفحة إلى الوردي بدلًا من الأزرق؟ وغيرت صورتي بالنظارة إلى صورة بلا نظارة؟
310,19,معلومة النت رخيصة متاحة للجميع وتوحي بالقص واللصق فلا تثبت.. لعل من يذكرها لم يقرأها هو نفسه قبل لصقها.. في لحظة يمكنه أن يرص لك دراسة متعمقة عن أساليب السجع في الشعر الإنجليزي أو طارق بن زياد.. بينما معلومة الكتاب مختمرة ناضجة.
311,19,يثير جنوني هؤلاء الذين لا يصلهم الإيميل أبدًا.. لم يصل أو لا يفتح.. ترسله ألف مرة فيؤكدون أنه لم يصل.. أو يفتحونه فيجدونه مشوهًا.. ثم لا يردون عليك لمدة شهر.. ثم ينسون كلمة السر ويفتحون بريدًا آخر.. كأن الله خلق لهم إيميل خاصًا يختلف عن أي إيميل آخر.. أطلق على هذا الطراز من البشر اسم (اللابريديون).
312,19,معظم المنتديات العربية تعدك بأنها تقدم فيديوهات جنسية وزنا محارم وفضائح الممثلات، وتفسير أحلام وطرد الجان والإعجاز العلمي وكيف تحول القس إلى الإسلام.. هذه هي خلاصة الفكر العربي باختصار!
313,19,كقاعدة عندما تعلق على مقال على النت: اكتب في تعليقك أنك تعرف أنه لن ينشر لتضمن أن ينشر!
314,19,من المخيف أن هؤلاء الأغبياء الذين يملئون شبكة الإنترنت هم من شريحة تعرف على الأقل كيف تستعمل الكمبيوتر، وكيف تغير النوافذ وتتحرك عبر الشبكة العنكبوتية.. أي أن هؤلاء الأغبياء أذكى وأفضل من سواهم!
315,20,كل آرائه ونكاته وتعليقاته قالها في أول 5 سنين في حياته ثم ظل يكررها للأبد بعد ذلك!!! ما أقسى الزمان.
316,20,ماتت أمي وأنا في الصف الثاني الثانوي.. شيء قاس لكن له مزية واحدة: لن يتصل بي أحد ليلاً ليقول لي تعال الحق الحاجة أو الحاجة تعيش أنت.
317,20,هذا رجل مهم.. لا تعرف ما أهميته لكنه مهم فعلاً وإنني أنحني إكبارا لأهميته.
318,20,كان فخورًا جدا بالمسدس في يده ويتعامل كرجل قوي، بينما القوة تأتي فعلاً من عدم وجود سلاح، والشجاعة تأتي من وجود خطر.. في طفولتي كنت أؤمن أن سوبرمان ليس شجاعًا كما تصر المجلة على اعتباره.. كيف يكون شجاعًا بينما لا يوجد شيء يؤذيه؟
319,20,طنطا هي أول مدينة تطبق بنجاح إلغاء المرور، وترك كل واحد يمشي بسيارته كما يريد.. وهي تجربة واعدة فعلا سوف نعرف نتائجها عما قريب.
320,20,سائق التاكسي يدور ويدور ويتعب جدًا بهدف ألا يوصلك حيث تريد!!
321,20,هو من الأوغاد الذين يقولون في 3 ساعات ما يمكن قوله في عشر دقائق.. أعرفهم وأخافهم.. هم اسطوانة مشروخة أبدية.
322,20,مذيعة محطة السكة الحديد في طنطا مصرة على أن تتكلم بدلع ودلال قائلة وهي تمط الحروف: (واعصلنا الآعان على رصيف 5 قطار رقم .....). الخدمة صارت سيئة في كل شيء لكنها مصرة على أن الخدمة ممتازة ما دامت تتكلم بدلال.
323,20,ظلت تضع مسئوليات على كاهلي.. أريد كذا.. لا تنس كذا.. لابد من كذا.. حتى شعرت أنني أريد أن أموت.. رددت في عصبية وهكذا زادت مشكلة جديدة على مشاكلي.
324,20,لا توجد قواعد.. كلما جرب المرء أن يطبق قاعدة (الكلاب التي تنبح لا تعض) تلقى عضة في مؤخرته من كلب ينبح.
325,20,هذه من نوعية الألعاب التي لا تعمل إلا عند البائع.. تبتاعها وتمسكها أنت فتتحطم بعد ثانية.. أي أنها تتحمل فقط حتى تباع لأحمق.
326,20,هو لا يتظاهر بالمرض فقط.. بل هي خدعة مركبة.. يتظاهر بأنه مريض يخفي مرضه عن الآخرين حتى لا ينزعجوا!
327,20,الوجه البشري كالشلال يتغير كل لحظة.. في ربع ثانية تجد ملاكًا أو وحشًا أو حلوفًا.. لهذا غالبًا ما تكون الصور الثابتة أقبح من الطبيعة.. لأنها اقتنصت لحظة من عشرات اللحظات.
328,20,المصريون يعيشون في خديعة نفس مزمنة.. البنات يلبسن شيئًا ضيقًا فاضحًا، متظاهرات بأنه حجاب وأنهن شديدات الإيمان.. والأولاد يلبسون بدلة تدريب يطلقون عليها (ترينك) متظاهرين بأنهم رياضيون.. وهم أهلكهم التدخين والبانجو.
329,20,نفسية حجر البطارية الجاف الذي تم عضه.. هذا أنا.. لقد انتهيت لكنهم أعطوني بعض الأنفاس الإضافية.
330,20,ليس لديه شيء يفخر به.. إنه فخور بأنه فخور!
331,20,مهما قال الناس فإنهم يعتبرون الأفضل والأعظم فعلاً هو الأكثر ثراء.. لاحظ احترامهم الحقيقي غير المتكلف لصاحب سيارة مرسيدس فاخرة، فلو فقدها لانتهى أمره.
332,20,تعلمت الحذر من شخصية المصري الذي يزعم أنه نجح نجاحًا ساحقًا في الخارج وحصل على أكثر من شهادة دكتوراة، ويلقي محاضرات عن طب الأعصاب في هارفارد وعن العلوم السياسية في اكسفورد.. لا أحد يجرؤ على تكذيبه، لكنه في 90% من الحالات يطبق قاعدة (اللي يعرف خالي يقول له).
333,20,في 24 فبراير القادم، هل أزور قبرك يا أبي أم أزورك أنت شخصيًا؟
334,20,إنه الارتباك الشهير عند الدفاع عن شخص كذوب.. الخلل المعتاد.. مع الوقت تكتشف أن الراوي الخاص بك لم يكن أمينًا وقد أخفى بعض الأحداث عنك أو لفقها.. ومع الوقت يضعف موقفك وتتمنى لو لم تزج بنفسك في هذا القرف.
335,20,فعلا يشبه الأمر سلة محدودة السعة.. ضع الغنى والصحة يسقط الأولاد.. ضع الغنى والأولاد تسقط الصحة.. ضع الموهبة والأولاد يسقط الغنى والسعادة.. لا توجد سلة متسعة بما يكفي.
336,20,لم ألق قط مصريا فشل في الخارج! كلهم يصير رئيسًا لجامعة هارفارد، أو يتوسل له مدير مايو كلنيك كي يبقى معهم! ترى كم في المئة من تلك القصص حقيقي؟
337,20,لم يعد أحد يطالبه بشيء في هذه السن المتقدمة، لكنه مصر على تحمل المسئوليات كلها وإرهاق نفسه بلا داع.. هذه ليست بسالة، بل هو سلوك طفل لا يصدق أن الحياة يمكن أن تتحرك من دونه.
338,20,القاعدة في المجتمع الغربي اليوم هي أن كل من يهاجم الشواذ وحش غير متحضر.. لهذا ترى حلوفًا كبير الكرش عاري الصدر مشعرًا يقف في ميدان عام يحتضن حلوفًا آخر في حنان.. هذان عاشقان فلماذا تضايقهما أيها الشرقي المتوحش؟
339,20,طبقًا للإعلام الأمريكي الذي يحشون به عقولنا، فإن أفضل إنسان على الإطلاق هو اليهودي الزنجي الشاذ جنسيًا!
340,20,هو كذاب جدًا.. بل هو الكذب يمشي على قدمين، لكنه مع الوقت فقد الشعور بالخجل من كذبه ولم يعد الافتضاح يضايقه.. بل إنه يشعره بنوع من التلذذ والاستمتاع.
341,20,كل شخص لا يجد ما يفعله، إما أن يسرق لوحة أزهار الخشخاش من متحف محمد محمود خليل، أو يسكب زجاجة حبر على الموناليزا، أو يخطف رجله لروما ليطلق الرصاص على البابا!
342,20,هو مغرور لدرجة أن أفضل مديح وجه له وأعظمه وأكثره بلاغة هو المديح الذي وجهه هو لنفسه.. فعلاً لا يترك لك الفرصة لتقول حرفًا.. هو يقوم بالواجب وزيادة.
343,20,كقاعدة: لا أرد على اللحوح أبدًا لأنه خطر! من يرسل لك ألف خطاب يوميًا أو يتصل بك مئة مرة لابد من الفرار منه.
344,20,هل من مكان واحد فقط تكون فيه وحيدًا؟ هذا مستحيل في مصر.. كلمة (حتة مقطوعة) لا وجود لها.
345,20,نتعامل كأن السائح حلال ماله ودمه وعرضه.. نراه مجرد شخص شكله غريب وكافر، ونساؤه يظهرن لحمهن فلا تأخذه الحمية.. جيبه مليء بالدولارات، لذا يجب خداعه وسرقته والتحرش بنسائه.
346,20,لم يأت السباك.. لا أحد يأتي في موعده أبدًا.. فعلًا.. ملايين الوعود والمواعيد ولا أحد يحترم أي شيء.. إن تخلفنا لم يأت دون تعب، ولم يتهمونا به ظلمًا!
347,20,ألقي لنفسي الجزرة لأزحف لها.
348,20,لم أر قط نهاية محاكمة بالطريقة الدرامية السينمائية إياها.. لحظة الصراخ: يحيا العدل.. وانهيار طرف.. دائما هناك تأجيل واستكمال تحريات أو أوراق.. إلخ.
349,20,كل الناس ظرفاء إلى أن تأتي لحظة إعادة ما اقترضوه من مال لك!
350,20,لا حل سوى أن تموت أنت أو هم.. فكر بهذا المنطق كي تكف عن القلق على صحتك!
351,20,لقد قرر أنه رائع وأنني وغد، ويتصرف على هذا الأساس.. والمشكلة أن كونه على صواب أو خطأ لا يؤثر في النتائج.
352,20,هو من الطراز الهستيري الذي يعطي المال للفقراء سرًا بحيث يعرف كل العالم أنه أعطاه سرًا.. وترى رضاه عن نفسه وتأثره بمدى روعته حتى ليوشك أن يصرخ: (أنا من الصحابة لو تفقهون!)
353,20,عجوز طيب شعره أبيض.. فيه طفولة كبيرة كأنه صبي بدين ضخم يخبئ الشيكولاتة.
354,20,سهرة عائلية هادئة.. قد تمر على خير.. ترى في أي ليلة ستلعب لعبتك أيها القدر؟ فقط أرجوك أن تبدأ بي أنا.
355,20,النظارة السوداء حل عبقري يخفي ثلث الوجه، ويزيح عنك مهمة شاقة هي أن تكون عيناك صادقتين!
356,20,كل إنسان يعتقد أنك عاطل بلا مشاغل سوى ما طلبه هو منك، وبرغم هذا لا تنجزه!
357,20,كيف أحفظ اتزاني النفسي عندما أنام وأصحو لأجد 20 مكالمة على الهاتف الجوال؟ أشعر بأنني هارب ومطارد وأصاب بالتوتر والهلع.. هذا الاختراع اللعين هو وسيلة إعدامي، كما ينظر المحكوم عليه مذعورًا عبر نافذة السجن إلى المشنقة التي تنصب.
358,20,كما قال عمر بن الخطاب رضي الله عنه: لن تعرف الرجل أبدًا إلا إذا عاملته بالدرهم والدينار.. حقيقة تثبت دقتها كل يوم.
359,20,لعبة البيزبول لعبة سخيفة مملة، وهي دليلي على أن هناك حدودًا للأمركة، وإلا لملأت شوارع الدول العربية ولرأيت الشباب يلعبونها في الأزقة، لكن الذوق الأمريكي لم يستطع أن يفرضها كما فرض الهامبرجر.
360,21,هذا إعلان عن دواء لصبغ الشعر من طراز (قبل – بعد).. أدى لارتفاع مبيعات.. برنامج فوتوشوب!
361,21,العالم الروسي شيرنوبروف مخترع آلة الزمن يبدو نصابًا بوضوح.. لقد فعل كل ما عليه كي يبدو نصابًا فبم تطالبونه أكثر من هذا؟ حرام عليكم.
362,21,لفظة نانو بادئة مهمة للنصب.. صار كل نصاب يضع بادئة نانو قبل أكذوبته.. استخدمنا النانوتكنولوجي في مخاطبة الجان.. استخدمنا النانو تكنولوجي في تحويل الرصاص إلى ذهب.. إلخ.
363,21,الناس تصر على أنها شفيت بالأعشاب لأنها تخشى أن تكون حالتها ميئوسًا منها.
364,21,على قدر علمي، فالرياضة لا تجدي في التخسيس.. تلعب الاسكواش لساعتين، وتصارع بطل العالم، وتتسلق الهيمالايا يوميًا، ثم تقرأ عن السعرات.. تكتشف أنك لم تحرق بهذا كله سوى 200 سعر.. هذا أقل مما في ساندوتش كفتة.
365,22,السبب الوحيد الذي أبقاه متزوجًا هو أنه ليس رائق المزاج للطلاق. ليس لديه وقت يضيعه مع المحامين والمحاكم والبكاء الهستيري وجلسات الصلح ووساطة الأقارب.. إلخ.
366,22,"كما يقول أحمد فؤاد نجم ساخرًا عن أغنية سمعها: ""لاجل الآمال.. ولاجل العيال.. ولاجل أي حاجة آخرها آل"""
367,22,ملأ ذلك المجنون جدران القاهرة بإعلانه عن كتابه المدعو (الألوهية والجنس).. برغم الخبال الواضح فإنه قد لخص العقل العربي ببراعة.
368,22,هي ليست فتاة.. إنها هرمون الإستروجين لو كان يمشي ويتكلم.
369,22,الثورة الوحيدة الصحيحة هي التي أوصلتهم للحكم.. أي ثورة بعد هذا عمل إرهابي يحاول هز كيان الدولة.
370,22,متحدثة وزارة الدفاع الأمريكية.. شقراء متأنقة.. وجه مليء بالتجاعيد.. خضراء العينين تجاهد كي تجعل نظرتها لطيفة، لكن تفلت منها القسوة (يطق من عينها شرار).. تتحدث بسرعة وبلهجة عملية وحزم.. في لحظة هي أنثى جميلة وفي لحظة هي شيطان رجيم.. باختصار: هذه هي أمريكا.
371,22,"""ليست حرية الفرد أن يفعل ما يريد، بل حريته هي ألا يفعل ما لا يريد!"" جان جاك روسو"
372,22,فيما بعد سيظن المؤرخون أن هناك وباء ساد العالم في القرن 21، جعل كل البنات يقفن على قدم واحدة ويثنين الأخرى، وينظرن للكاميرا بالجانب بنظرة من طراز (الشوكولاتة - معايا - ومش - حأديك - حتة)، ويجعلن فمهن كمنقار البطة. عندما تقابل يا ولدي الفتاة الوحيدة التي لا تفعل ذلك، فلتتزوجها في الحال.
373,22,أنت الدليل الحي على أن المجنون لا يجب أن يسمح له بالزواج وإنجاب ذرية، كما قال هتلر بالضبط.
374,22,وصلوا للبرلمان.. هكذا أثبتوا بالفعل أنهم أبناء ثورة 25 يناير! كأنها قامت من أجلهم لتمنحهم الثروة والنفوذ، ومن أجلهم استشهد من استشهد، وفقد عينه من فقد.
375,22,ابتعدي عني يا (.....) ولا تكوني القصة القادمة.. أرجوك.. أتوسل إليك!
376,22,بالتأكيد تحيا مصر.. لكن أرجوكم أن تتركوا لها ما تحيا به!
377,22,أعتقد أن من أنواع الغباء الخطرة نوعًا اسمه (افتراض الغباء في الآخرين)، وأنت يا صاحبي نلت قسطًا هائلاً منه.. فعلا غباء غير مسبوق.. وبقاؤك حيًا حتى اليوم معجزة ربانية.
378,22,ما جعل غاندي غاندي هو تحضر الهنود ورقيهم واحترامهم لأنفسهم، وإلا لاتهموه بالعمالة، وبأنه يأخذ مالاً من فرنسا ليحارب إنجلترا ويقسم الهند، ولقالوا له: لماذا لا تعود لجنوب أفريقيا من حيث جئت أيها الخائن؟ فأنت لا تعرف شيئًا عن الهند ومشاكلها.
379,22,"خير طريقة لشراء سيارة هي أن تزعم أنك اشتريت سيارة فعلاً. عندها سيصيح كل واحد في حسرة: ""يا لك من أحمق! خسارة.. لماذا لم تخبرني؟ كانت عندي سيارة بي إم دابليو موديل 2015 بخمسة آلاف جنيه فقط"". عندها أخبره أنك لم تشتر سيارة بعد."
380,22,مهما جبت العالم، فلسوف أحمل في نفسي للأبد نفسية الفلاح الذي لا يشعر بألفة إلا حينما يرى متجر البقال حسبو والمسجد متداعي الجدران والكُتّاب والساقية والترعة.
381,22,علاقتنا تشبه الصورة المتكونة في بؤرة العدسة.. جميلة واضحة.. لو اقتربنا أو ابتعدنا أكثر من اللازم لتشوهت الصورة.
382,22,"مهنة غريبة ومريحة أن تقف في الصيدلية أربعًا وعشرين ساعة، لتقول للزبائن عن كل دواء: ""لأ ناقص والله.. ما بينزلش من فترة""."
383,22,أمر عجيب لكنها الحقيقة.. لم يُعد لي أي شخص نقودًا اقترضها مني في حياتي كلها.. وكأنني أتسلى بلعب دور الأحمق.. الناس تخلط بين لفظتي الاقتراض والأخذ طيلة الوقت.
384,22,الحرب في سوريا واليمن هي سلسلة طويلة من نجاح الطرف الفلاني في استعادة بلدة كذا.. كل الأطراف (تستعيد) طيلة الوقت، فمن المنتصر إذن؟ من المستعيد الأخير؟
385,22,لا يوجد مجرمون أو لصوص في العالم العربي.. كل واحد يسقط او يفتضح يعلن فيما بعد أنهم انتقموا منه لأنه يعرف أكثر مما يجب، أو رفض التستر على الفساد، أو لأن عنده وثائق تخيفهم.. الكل أبطال.. أنا المجرم الوحيد.
386,22,لماذا تغيرت يا صديقي؟ كنت فخورًا بك، بل إنني تمنيت لو صرت مثلك! لقد حاربت كثيرًا لأقنعهم أنك شريف نبيل، لكنك برهنت على أنني أحمق.
387,22,الدكتاتورية الشمولية في عصر الإنترنت والفضائيات والفيسبوك.. تجربة جديدة فريدة، فهل ينجحون؟ كيف تقمع شعبًا في وجود اليوتيوب؟
388,22,أرسل لي قصته وطلب مني الرد بأقصى سرعة (مع أنني لست ناشًرا أو ناقدًا).. أثار غيظي.. كأن الأدب العربي يترنح بانتظار قبلة الحياة منه.. ببساطة قمت بمسح الملف ولم أرد.
389,22,ستكون مشاهد جنازتي جميلة ومؤثرة.. لكني لن أراها للأسف برغم إنني سأحضرها بالتأكيد.
390,22,من مصلحتك أنت وكل مشايخ السلطان ألا يكون هناك حساب أو يوم قيامة.. وإلا فلسوف تكون أنت الحطب يومها.
391,22,مشكلة مصر ليست في الطغاة فأمرهم سهل.. مشكلتها في المنافقين وترزية القوانين والمنتفعين بالطغاة.. لهذا لا تنهض أبدًا.
392,22,أخشى أن يتم حظر نشر أخبار حظر النشر! هكذا لا تعرف عن أي شيء تتكلم بالضبط لتظل خارج السجن.
393,22,"""عندما أخذوا الشيوعيين لم أقل شيئا لأنني لم أكن شيوعيا، وعندما أخذوا اليساريين والنقابيين لم أقل شيئا لأني لم أكن اشتراكيا، وعندما أخذوا اليهود لم أقل شيئا لأني لم أكن يهوديا، وحين جاءوا لأخذ الكاثوليك لم أعترض لأنني بروتستاني، وعندما جاءوا لأخذي لم يقل أحد شيئا لأنه لم يبق هناك أحد ليعترض"". الراهب مارتن نيمولر يفسر كيف استعبدت النازية الشعب الألماني."
394,22,هي فتاة عصرية تقليدية ممن يرسمن فم البطة ويتصورن سيلفي.. وعلى الأرجح ستطلب الطلاق منك بعد ثلاثة أشهر من الزواج.
395,22,اختر الإجابة الثالثة في الأسئلة التالية (امتحان الاختيار المتعدد المثالي في رأيي).
396,22,يبدو الأمر مضحكًا وسخيفًا، لكني أشم نفس رائحة ثورة يناير 2011 في كليب أغنية صيدلة القاهرة 2016، الذي رآه الجميع في يوتيوب.. نفس العقلية الجامحة النبيلة الذكية.
397,22,حاول جاهدًا التذكر: ترى ماذا كان اسم تلك السيدة التي تقيم معي في الشقة؟ السيدة التي أنجبت أولادي وتربيهم؟
398,22,خلل منطق وفقدان قدرة على القياس + تذاكي بلا نهاية = مواطن عربي بامتياز.
399,22,وجوه مؤيدة تهتف.. تشي بالبانجو والمخدرات.. وجوه مستعدة لتأييد إبليس لو كان يمكن أن يسمح لها بالسرقة، ويمكن أن تلعنه لو وجدت من هو أقوى أو أغنى منه.
401,23,بعد خمسين عامًا يمكنني في تواضع أن أعترف أنني لا أجيد اللغة العربية.. لقد فشلت في ذلك فشلاً ذريعًا.
402,23,لم يعد هناك طعم للمقالات التي تتحدث عن أنه لم يعد هناك طعم للحياة.
403,23,الإنترنت مليئة بالمعلومات، لهذا لم يعد أحد يقرأ بل يعبئ.. التلاميذ يمكنهم عمل بحث من مئة صفحة في نصف ساعة.
404,23,اعوجاج اللسان دلالة على اعوجاج الحال.. مقولة دقيقة جدًا لابن حزم.. تأمل الأخطاء اللغوية القاتلة وأخطاء الإملاء المضحكة في مواقع الإنترنت.
405,23,لسبب ما لم يعد الناس يستعملون التشكيل بل يحولونه لحروف.. على غرار (غادان) و(موقارانات) و(فتايات) و(ذالك) و(لاكن).. حتى في العامية (أغلة = أغلى).. (إليقال = اللي قال).. (امته = امتى).. أعتقد أن طريقة جديدة للكتابة تولد.. بعد خمسين عامًا ستكون هي طريقة الكتابة الوحيدة.
